vehicle_id,n_rows,time_col,t_start_s,t_end_s,any_taem_success_flag,first_success_t_s,any_taem_success_latched,last_taem_success_latched,any_taem_reached_ever,last_taem_reached_ever,any_taem_reached_event,last_taem_reached_event,any_taem_reached,last_taem_reached,any_taem_in_box,last_taem_in_box,any_end_guide,last_end_guide,any_close_pass_escape,last_close_pass_escape,end_reason_last,guide_phase_last,taem_dwell_s_max_logged,taem_dwell_s_final_logged,taem_dwell_count_max_logged,taem_dwell_count_final_logged,dwell_total_s_computed,dwell_max_s_computed,taem_h_err_final,taem_h_err_min_abs,taem_v_err_final,taem_v_err_min_abs,taem_s_go_err_final,taem_s_go_err_min_abs,height_final,height_min,height_max,velocity_final,velocity_min,velocity_max,s_go_final,s_go_min,s_go_max,q_final,q_min,q_max,bank_angle_final,bank_angle_min,bank_angle_max,attack_angle_final,attack_angle_min,attack_angle_max,b1_soft_pass,b1_strict_pass,b1_vehicle_decision
0,5857,global_t,0.0,2141.475000000204,True,2141.475000000204,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2249.327539812195,9.042379274633277,1.3775875416204144,1.3775875416204144,-22274.561722527866,0.7765126942249481,22750.672460187805,21149.59167229384,80312.051024673,2001.3775875416204,2001.3775875416204,7004.32851847134,27725.43827747213,27725.43827747213,11115078.852934292,75.56294765666469,51.89596050492751,508.9185722989687,-0.1019476332207913,-1.003566045425601,1.0051088574742264,0.1287157694794195,0.0927438231382402,0.3490658503988659,True,True,PASS_STRICT
1,5834,global_t,0.0,2135.899000000204,True,2135.899000000204,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2194.11051914798,1.2621370558008491,0.0087566300496746,0.0087566300496746,-24319.345997641864,0.1928220805348246,22805.88948085202,21218.499326747064,80312.051024673,2000.0087566300497,2000.0087566300497,7004.444023422499,25680.654002358136,25680.654002358136,11115078.852934292,75.08866492654742,51.89596050492751,511.1832178006487,-0.1134712589704043,-1.0074311291103233,1.011344777453182,0.1295222868225065,0.0927252900346296,0.3490658503988659,True,True,PASS_STRICT
2,5824,global_t,0.0,2131.326000000204,True,2131.326000000204,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2242.6993928618904,6.742276962129836,-1.242624000772139,1.242624000772139,-24305.188375885,0.5351179474382661,22757.30060713811,21218.159340859944,80312.051024673,1998.757375999228,1998.757375999228,7004.55980529677,25694.811624115,25694.811624115,11115078.852934292,75.21436578816467,51.89596050492751,513.630583603929,-0.1347821384523013,-1.0123798857465582,1.0163883214646303,0.1295819195949843,0.0926220323877329,0.3490658503988659,True,True,PASS_STRICT
