vehicle_id,n_rows,time_col,t_start_s,t_end_s,any_taem_success_flag,first_success_t_s,any_taem_success_latched,last_taem_success_latched,any_taem_reached_ever,last_taem_reached_ever,any_taem_reached_event,last_taem_reached_event,any_taem_reached,last_taem_reached,any_taem_in_box,last_taem_in_box,any_end_guide,last_end_guide,any_close_pass_escape,last_close_pass_escape,end_reason_last,guide_phase_last,taem_dwell_s_max_logged,taem_dwell_s_final_logged,taem_dwell_count_max_logged,taem_dwell_count_final_logged,dwell_total_s_computed,dwell_max_s_computed,taem_h_err_final,taem_h_err_min_abs,taem_v_err_final,taem_v_err_min_abs,taem_s_go_err_final,taem_s_go_err_min_abs,height_final,height_min,height_max,velocity_final,velocity_min,velocity_max,s_go_final,s_go_min,s_go_max,q_final,q_min,q_max,bank_angle_final,bank_angle_min,bank_angle_max,attack_angle_final,attack_angle_min,attack_angle_max,b1_soft_pass,b1_strict_pass,b1_vehicle_decision
0,5849,global_t,0.0,2141.026000000203,True,2141.026000000203,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2267.376968504705,1.0431754516066576,1.771791493056753,1.771791493056753,-22280.07334846237,0.9229695209942292,22732.62303149529,21163.49934180059,80098.421744701,2001.7717914930568,2001.7717914930568,7004.951921971725,27719.92665153763,27719.92665153763,11115078.852934292,75.71226304264442,52.75862540367438,506.7243218267689,-0.1065330691256109,-1.0043648910896397,1.0060588555848444,0.1289145393228263,0.0927884234759994,0.3490658503988659,True,True,PASS_STRICT
1,5826,global_t,0.0,2135.387000000203,True,2135.387000000203,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2195.484555032493,0.275952149368095,1.5844104179789156,1.5844104179789156,-24337.24530400326,0.1476474967857939,22804.515444967503,21262.983957923792,80098.421744701,2001.584410417979,2001.584410417979,7005.067126667356,25662.75469599674,25662.75469599674,11115078.852934292,75.28292382201205,52.75862540367438,509.0205432527366,-0.1228405404177298,-1.008201160986059,1.0121757169692105,0.1298059668409248,0.0928260236928356,0.3490658503988659,True,True,PASS_STRICT
2,5810,global_t,0.0,2130.7630000002023,True,2130.7630000002023,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2260.1976324458665,3.5252485518903995,-0.3545129465835543,0.3545129465835543,-24317.834128337505,0.9277607287003776,22739.802367554134,21232.47095560348,80098.421744701,1999.6454870534164,1999.6454870534164,7005.182638424662,25682.16587166249,25682.16587166249,11115078.852934292,75.41860149477316,52.75862540367438,511.43019927456567,-0.1370857240297353,-1.0131912048885006,1.017306142332337,0.1296786084530932,0.0925613000857876,0.3490658503988659,True,True,PASS_STRICT
