vehicle_id,n_rows,time_col,t_start_s,t_end_s,any_taem_success_flag,first_success_t_s,any_taem_success_latched,last_taem_success_latched,any_taem_reached_ever,last_taem_reached_ever,any_taem_reached_event,last_taem_reached_event,any_taem_reached,last_taem_reached,any_taem_in_box,last_taem_in_box,any_end_guide,last_end_guide,any_close_pass_escape,last_close_pass_escape,end_reason_last,guide_phase_last,taem_dwell_s_max_logged,taem_dwell_s_final_logged,taem_dwell_count_max_logged,taem_dwell_count_final_logged,dwell_total_s_computed,dwell_max_s_computed,taem_h_err_final,taem_h_err_min_abs,taem_v_err_final,taem_v_err_min_abs,taem_s_go_err_final,taem_s_go_err_min_abs,height_final,height_min,height_max,velocity_final,velocity_min,velocity_max,s_go_final,s_go_min,s_go_max,q_final,q_min,q_max,bank_angle_final,bank_angle_min,bank_angle_max,attack_angle_final,attack_angle_min,attack_angle_max,b1_soft_pass,b1_strict_pass,b1_vehicle_decision
0,5858,global_t,0.0,2140.270000000206,True,2140.270000000206,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2269.2062670127816,7.548504776223126,1.6810710568297509,1.6810710568297509,-22279.05146204856,0.4952267788175959,22730.79373298722,21192.97079638716,80421.939743471,2001.6810710568293,2001.6810710568293,7006.207538044497,27720.94853795144,27720.94853795144,11115078.852934292,75.71184177585917,51.50951866535531,509.3402906616042,-0.116154919315084,-1.0056674561224757,1.0078176133929713,0.1293796428166012,0.0931129039264337,0.3490658503988659,True,True,PASS_STRICT
1,5835,global_t,0.0,2134.5950000002035,True,2134.5950000002035,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2203.149853397292,1.020702137320768,1.2575818285954483,1.2575818285954483,-24335.429344109925,0.6515290684619686,22796.85014660271,21268.57719662858,80421.939743471,2001.257581828596,2001.257581828596,7006.32342534526,25664.570655890075,25664.570655890075,11115078.852934292,75.2874791654855,51.50951866535531,511.6455719095607,-0.1288086812625229,-1.0095652481881756,1.013965094667687,0.1301086533023026,0.0927839958818387,0.3490658503988659,True,True,PASS_STRICT
2,5823,global_t,0.0,2129.7410000002023,True,2129.7410000002023,True,True,True,True,True,True,True,True,True,True,True,True,False,False,taem_dwell_reached,terminal_capture_phase,3.0,3.0,3.0,3.0,2.0999999999999943,2.0999999999999943,-2286.2266555777314,4.872095241658826,1.2977241523558405,1.2977241523558405,-24340.764167134766,0.2261160476700752,22713.77334442227,21261.31646789116,80421.939743471,2001.297724152356,2001.297724152356,7006.43958180176,25659.23583286524,25659.23583286524,11115078.852934292,75.76282868265577,51.50951866535531,514.0661230251377,-0.1424930269570212,-1.014450134192136,1.0191395114117023,0.1299648106974799,0.0921844629248111,0.3490658503988659,True,True,PASS_STRICT
