n_csv_files,n_vehicle_logs,interface_modes,vehicle_portable_dwell_closures,vehicle_portable_dwell_rate,case_portable_dwell_closures,case_portable_dwell_rate,vehicle_portable_strict_like_closures,vehicle_portable_strict_like_rate,case_portable_strict_like_closures,case_portable_strict_like_rate,forbidden_guidance_internal_terms_in_used_columns,forbidden_term_status,tolerance_box,target
50,150,terminal_error_columns,149,149/150 = 0.993333,49,49/50 = 0.980000,149,149/150 = 0.993333,49,49/50 = 0.980000,[],none,"{'tol_h_m': 3000.0, 'tol_v_mps': 100.0, 'tol_sgo_m': 20000.0, 'n_dwell': 3}","{'h_taem_m': 25000.0, 'v_taem_mps': 2000.0, 's_taem_m': 50000.0}"
