csv,case_file,vehicle_id,n_rows_vehicle,time_col,id_col,interface_mode,columns_used,forbidden_guidance_internal_terms_in_used_columns,portable_dwell_reached,portable_strict_like_pass,terminal_reason_available,terminal_reason_ok,close_pass_escape_present,first_confirm_index,max_consecutive_inbox_samples,total_inbox_samples
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c030_hp86p638_vm0p242_combined.csv,b5c030_hp86p638_vm0p242_combined.csv,2,5812,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5806,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c031_hp110p319_vp5p597_combined.csv,b5c031_hp110p319_vp5p597_combined.csv,0,5839,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5833,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c031_hp110p319_vp5p597_combined.csv,b5c031_hp110p319_vp5p597_combined.csv,1,5832,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5825,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c031_hp110p319_vp5p597_combined.csv,b5c031_hp110p319_vp5p597_combined.csv,2,5808,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5802,4,4
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c032_hp197p674_vm6p911_combined.csv,b5c032_hp197p674_vm6p911_combined.csv,0,5851,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5845,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c032_hp197p674_vm6p911_combined.csv,b5c032_hp197p674_vm6p911_combined.csv,1,5828,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5822,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c032_hp197p674_vm6p911_combined.csv,b5c032_hp197p674_vm6p911_combined.csv,2,5808,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5802,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c033_hp336p292_vp0p794_combined.csv,b5c033_hp336p292_vp0p794_combined.csv,0,5859,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5853,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c033_hp336p292_vp0p794_combined.csv,b5c033_hp336p292_vp0p794_combined.csv,1,5829,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5823,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c033_hp336p292_vp0p794_combined.csv,b5c033_hp336p292_vp0p794_combined.csv,2,5817,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5810,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c034_hp332p074_vm5p639_combined.csv,b5c034_hp332p074_vm5p639_combined.csv,0,5858,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5852,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c034_hp332p074_vm5p639_combined.csv,b5c034_hp332p074_vm5p639_combined.csv,1,5829,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5823,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c034_hp332p074_vm5p639_combined.csv,b5c034_hp332p074_vm5p639_combined.csv,2,5809,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5803,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c035_hp132p429_vm3p567_combined.csv,b5c035_hp132p429_vm3p567_combined.csv,0,5857,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5851,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c035_hp132p429_vm3p567_combined.csv,b5c035_hp132p429_vm3p567_combined.csv,1,5820,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5814,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c035_hp132p429_vm3p567_combined.csv,b5c035_hp132p429_vm3p567_combined.csv,2,5829,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5823,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c036_hp421p940_vm4p196_combined.csv,b5c036_hp421p940_vm4p196_combined.csv,0,5858,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5852,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c036_hp421p940_vm4p196_combined.csv,b5c036_hp421p940_vm4p196_combined.csv,1,5835,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5828,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c036_hp421p940_vm4p196_combined.csv,b5c036_hp421p940_vm4p196_combined.csv,2,5823,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5817,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c037_hp344p441_vp2p572_combined.csv,b5c037_hp344p441_vp2p572_combined.csv,0,5859,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5853,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c037_hp344p441_vp2p572_combined.csv,b5c037_hp344p441_vp2p572_combined.csv,1,5844,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5838,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c037_hp344p441_vp2p572_combined.csv,b5c037_hp344p441_vp2p572_combined.csv,2,5814,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5807,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c038_hp335p499_vm1p147_combined.csv,b5c038_hp335p499_vm1p147_combined.csv,0,5860,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5853,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c038_hp335p499_vm1p147_combined.csv,b5c038_hp335p499_vm1p147_combined.csv,1,5843,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5837,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c038_hp335p499_vm1p147_combined.csv,b5c038_hp335p499_vm1p147_combined.csv,2,5805,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5799,4,4
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c039_hp377p603_vm0p371_combined.csv,b5c039_hp377p603_vm0p371_combined.csv,0,5851,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5844,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c039_hp377p603_vm0p371_combined.csv,b5c039_hp377p603_vm0p371_combined.csv,1,5839,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5833,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c039_hp377p603_vm0p371_combined.csv,b5c039_hp377p603_vm0p371_combined.csv,2,5809,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5802,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c040_hp129p630_vm0p019_combined.csv,b5c040_hp129p630_vm0p019_combined.csv,0,5867,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5861,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c040_hp129p630_vm0p019_combined.csv,b5c040_hp129p630_vm0p019_combined.csv,1,5833,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5827,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c040_hp129p630_vm0p019_combined.csv,b5c040_hp129p630_vm0p019_combined.csv,2,5814,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5808,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c041_hp343p214_vm7p616_combined.csv,b5c041_hp343p214_vm7p616_combined.csv,0,5849,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5843,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c041_hp343p214_vm7p616_combined.csv,b5c041_hp343p214_vm7p616_combined.csv,1,5834,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5828,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c041_hp343p214_vm7p616_combined.csv,b5c041_hp343p214_vm7p616_combined.csv,2,5816,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5810,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c042_hp365p116_vp0p190_combined.csv,b5c042_hp365p116_vp0p190_combined.csv,0,5851,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5844,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c042_hp365p116_vp0p190_combined.csv,b5c042_hp365p116_vp0p190_combined.csv,1,5830,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5824,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c042_hp365p116_vp0p190_combined.csv,b5c042_hp365p116_vp0p190_combined.csv,2,5821,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5815,4,4
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c043_hp452p043_vp0p481_combined.csv,b5c043_hp452p043_vp0p481_combined.csv,0,5847,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5841,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c043_hp452p043_vp0p481_combined.csv,b5c043_hp452p043_vp0p481_combined.csv,1,5848,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5841,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c043_hp452p043_vp0p481_combined.csv,b5c043_hp452p043_vp0p481_combined.csv,2,5814,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5807,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c044_hp440p893_vm6p434_combined.csv,b5c044_hp440p893_vm6p434_combined.csv,0,5853,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5847,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c044_hp440p893_vm6p434_combined.csv,b5c044_hp440p893_vm6p434_combined.csv,1,5823,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5817,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c044_hp440p893_vm6p434_combined.csv,b5c044_hp440p893_vm6p434_combined.csv,2,5812,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5805,6,6
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c045_hp67p020_vm0p134_combined.csv,b5c045_hp67p020_vm0p134_combined.csv,0,5861,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5855,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c045_hp67p020_vm0p134_combined.csv,b5c045_hp67p020_vm0p134_combined.csv,1,5831,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5825,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c045_hp67p020_vm0p134_combined.csv,b5c045_hp67p020_vm0p134_combined.csv,2,5811,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5805,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c046_hp1p809_vm0p086_combined.csv,b5c046_hp1p809_vm0p086_combined.csv,0,5854,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5848,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c046_hp1p809_vm0p086_combined.csv,b5c046_hp1p809_vm0p086_combined.csv,1,5821,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5815,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c046_hp1p809_vm0p086_combined.csv,b5c046_hp1p809_vm0p086_combined.csv,2,5814,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5808,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c047_hp52p723_vp6p654_combined.csv,b5c047_hp52p723_vp6p654_combined.csv,0,5846,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5839,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c047_hp52p723_vp6p654_combined.csv,b5c047_hp52p723_vp6p654_combined.csv,1,5836,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5829,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c047_hp52p723_vp6p654_combined.csv,b5c047_hp52p723_vp6p654_combined.csv,2,5819,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5812,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c048_hp380p801_vm0p950_combined.csv,b5c048_hp380p801_vm0p950_combined.csv,0,5847,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5841,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c048_hp380p801_vm0p950_combined.csv,b5c048_hp380p801_vm0p950_combined.csv,1,5840,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5833,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c048_hp380p801_vm0p950_combined.csv,b5c048_hp380p801_vm0p950_combined.csv,2,5813,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5807,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c049_hp64p217_vp6p242_combined.csv,b5c049_hp64p217_vp6p242_combined.csv,0,5865,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5858,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c049_hp64p217_vp6p242_combined.csv,b5c049_hp64p217_vp6p242_combined.csv,1,5829,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5822,5,5
store\data_saved\phase2_B5D_tight_local_envelope_validation\combined\b5c049_hp64p217_vp6p242_combined.csv,b5c049_hp64p217_vp6p242_combined.csv,2,5827,global_t,mis_id,terminal_error_columns,global_t;mis_id;taem_h_err;taem_v_err;taem_s_go_err,,True,True,True,True,False,5820,4,4
