stage,case_id,n_vehicle_logs,case_strict_success,case_replayed_dwell_all,case_any_close_pass,inside_u3,delta_h0_m,delta_v0_mps
B5A,phase2_B5A_hp471p766m_vm9p21737mps_sp2deg_by_vehicle,3,False,False,False,True,471.766,-9.217
B5A,phase2_B5A_hp471p766m_vm9p21737mps_sp2deg_combined,3,True,True,False,True,471.766,-9.217
B5A,phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_by_vehicle,3,False,False,False,True,477.976,3.569
B5A,phase2_B5A_hp477p976m_vp3p56853mps_sp2deg_combined,3,True,True,False,True,477.976,3.569
B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_by_vehicle,3,False,False,False,True,484.922,5.208
B5A,phase2_B5A_hp484p922m_vp5p20782mps_sp2deg_combined,3,True,True,False,True,484.922,5.208
B5A,phase2_B5A_hp486p588m_vm13p2643mps_sp2deg_combined,3,True,True,False,False,486.588,-13.264
B5A,phase2_B5A_hp490p152m_vm18p5785mps_sp2deg_combined,3,False,False,True,False,490.152,-18.579
B5A,phase2_B5A_hp500m_vm50mps_sp2deg_by_vehicle,3,False,False,False,False,500.0,-50.0
B5A,phase2_B5A_hp500m_vm50mps_sp2deg_combined,3,False,False,False,False,500.0,-50.0
B5A,phase2_B5A_hp500m_vp10mps_sp2deg_by_vehicle,3,False,False,False,True,500.0,10.0
B5A,phase2_B5A_hp500m_vp10mps_sp2deg_combined,3,True,True,False,True,500.0,10.0
B5A,phase2_B5A_hp500m_vp20mps_sp2deg_by_vehicle,3,False,False,False,False,500.0,20.0
B5A,phase2_B5A_hp500m_vp20mps_sp2deg_combined,3,False,False,False,False,500.0,20.0
B5A,phase2_B5A_hp500m_vp30mps_sp2deg_by_vehicle,3,False,False,False,False,500.0,30.0
B5A,phase2_B5A_hp500m_vp30mps_sp2deg_combined,3,True,True,False,False,500.0,30.0
B5A,phase2_B5A_hp500m_vp40mps_sp2deg_by_vehicle,3,False,False,False,False,500.0,40.0
B5A,phase2_B5A_hp500m_vp40mps_sp2deg_combined,3,False,False,False,False,500.0,40.0
B5A,phase2_B5A_hp500m_vp50mps_sp2deg_by_vehicle,3,False,False,False,False,500.0,50.0
B5A,phase2_B5A_hp500m_vp50mps_sp2deg_combined,3,False,False,True,False,500.0,50.0
B5A,phase2_B5A_hp500m_vz0mps_sp2deg_by_vehicle,3,False,False,False,,500.0,
B5A,phase2_B5A_hp500m_vz0mps_sp2deg_combined,3,True,True,False,,500.0,
B5A,phase2_B5A_hp54p5848m_vm46p171mps_sp2deg_by_vehicle,3,False,False,False,False,54.585,-46.171
B5A,phase2_B5A_hp54p5848m_vm46p171mps_sp2deg_combined,3,False,False,True,False,54.585,-46.171
B5A,phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_by_vehicle,3,False,False,False,True,89.592,-2.948
B5A,phase2_B5A_hp89p5916m_vm2p94839mps_sp2deg_combined,3,True,True,False,True,89.592,-2.948
B5A,phase2_B5A_hz0m_vm50mps_sp2deg_by_vehicle,3,False,False,False,,,-50.0
B5A,phase2_B5A_hz0m_vm50mps_sp2deg_combined,3,False,False,False,,,-50.0
B5A,phase2_B5A_hz0m_vp10mps_sp2deg_by_vehicle,3,False,False,False,,,10.0
B5A,phase2_B5A_hz0m_vp10mps_sp2deg_combined,3,True,True,False,,,10.0
B5A,phase2_B5A_hz0m_vp20mps_sp2deg_by_vehicle,3,False,False,False,,,20.0
B5A,phase2_B5A_hz0m_vp20mps_sp2deg_combined,3,True,True,False,,,20.0
B5A,phase2_B5A_hz0m_vp30mps_sp2deg_by_vehicle,3,False,False,False,,,30.0
B5A,phase2_B5A_hz0m_vp30mps_sp2deg_combined,3,False,False,True,,,30.0
B5A,phase2_B5A_hz0m_vp40mps_sp2deg_by_vehicle,3,False,False,False,,,40.0
B5A,phase2_B5A_hz0m_vp40mps_sp2deg_combined,3,False,False,False,,,40.0
B5A,phase2_B5A_hz0m_vp50mps_sp2deg_by_vehicle,3,False,False,False,,,50.0
B5A,phase2_B5A_hz0m_vp50mps_sp2deg_combined,3,False,False,True,,,50.0
B5A,phase2_B5A_hz0m_vz0mps_sp2deg_by_vehicle,3,False,False,False,,,
B5A,phase2_B5A_hz0m_vz0mps_sp2deg_combined,3,True,True,False,,,
B5B,b5b_enriched_by_vehicle,3,False,False,False,,,
B5B,b5b_failure_rows,3,False,False,False,,,
B5B,b5b_validated_envelope_failure_rows,3,False,False,False,,,
B5B,mc000_hp273p956_vm23p667_combined,3,False,False,True,False,273.956,-23.667
B5B,mc001_hp358p598_vm8p158_combined,3,True,True,False,True,358.598,-8.158
B5B,mc002_hm405p823_vp8p537_combined,3,True,True,False,False,-405.823,8.537
B5B,mc003_hp261p140_vm2p836_combined,3,True,True,False,True,261.14,-2.836
B5B,mc004_hm371p886_vm22p977_combined,3,False,False,True,False,-371.886,-22.977
B5B,mc005_hm129p202_vp5p606_combined,3,True,True,False,False,-129.202,5.606
B5B,mc006_hp143p865_vm0p634_combined,3,True,True,False,True,143.865,-0.634
B5B,mc007_hm56p586_vm36p366_combined,3,False,False,True,False,-56.586,-36.366
B5B,mc008_hp54p585_vm46p171_combined,3,False,False,True,False,54.585,-46.171
B5B,mc009_hp327p631_vm12p100_combined,3,True,True,False,False,327.631,-12.1
B5B,mc010_hp258p088_vm28p728_combined,3,False,False,False,False,258.088,-28.728
B5B,mc011_hp470p698_vp3p587_combined,3,True,True,False,True,470.698,3.587
B5B,mc012_hp278p383_vm38p322_combined,3,False,False,True,False,278.383,-38.322
B5B,mc013_hm33p279_vm47p372_combined,3,False,False,True,False,-33.279,-47.372
B5B,mc014_hm345p711_vm9p017_combined,3,True,True,False,False,-345.711,-9.017
B5B,mc015_hp244p762_vp8p051_combined,3,True,True,False,True,244.762,8.051
B5B,mc016_hm174p175_vm27p772_combined,3,False,False,True,False,-174.175,-27.772
B5B,mc017_hm30p444_vm38p632_combined,3,False,False,True,False,-30.444,-38.632
B5B,mc018_hm370p078_vm21p458_combined,3,False,False,True,False,-370.078,-21.458
B5B,mc019_hm273p091_vm9p811_combined,3,False,False,True,False,-273.091,-9.811
B5B,mc020_hm62p848_vm0p039_combined,3,True,True,False,False,-62.848,-0.039
B5B,mc021_hp200p265_vm31p258_combined,3,False,False,True,False,200.265,-31.258
B5B,mc022_hp332p260_vm1p714_combined,3,True,True,False,True,332.26,-1.714
B5B,mc023_hm112p522_vm32p700_combined,3,False,False,True,False,-112.522,-32.7
B5B,mc024_hp182p496_vm41p615_combined,3,False,False,True,False,182.496,-41.615
B5B,mc025_hm300p092_vm49p558_combined,3,False,False,False,False,-300.092,-49.558
B5B,mc026_hp286p924_vm10p109_combined,3,True,True,False,False,286.924,-10.109
B5B,mc027_hp205p165_vm3p156_combined,3,True,True,False,True,205.165,-3.156
B5B,mc028_hm41p084_vm15p876_combined,3,False,False,True,False,-41.084,-15.876
B5B,mc029_hm360p203_vm43p128_combined,3,False,False,True,False,-360.203,-43.128
B5B,phase2_B1_by_vehicle,3,False,False,False,False,-360.203,-43.128
B5B,phase2_B5B_failure_diagnosis_report,1,False,False,False,,,
B5B,phase2_B5B_mc_by_vehicle_all,3,False,False,False,,,
B5B,phase2_B5B_mc_conservative_u3_report,1,False,False,False,,,
B5C,b5c000_hp471p766_vm9p217_combined,3,True,True,False,True,471.766,-9.217
B5C,b5c001_hp392p403_vm2p262_combined,3,True,True,False,True,392.403,-2.262
B5C,b5c002_hp147p164_vp7p682_combined,3,True,True,False,True,147.164,7.682
B5C,b5c003_hp434p666_vm9p076_combined,3,True,True,False,True,434.666,-9.076
B5C,b5c004_hp486p588_vm13p264_combined,3,True,True,False,False,486.588,-13.264
B5C,b5c005_hp402p748_vp0p427_combined,3,True,True,False,True,402.748,0.427
B5C,b5c006_hp235p530_vm19p076_combined,3,False,False,True,False,235.53,-19.076
B5C,b5c007_hp447p399_vm2p791_combined,3,True,True,False,True,447.399,-2.791
B5C,b5c008_hp195p154_vm9p360_combined,3,True,True,False,True,195.154,-9.36
B5C,b5c009_hp325p987_vm9p589_combined,3,True,True,False,True,325.987,-9.589
B5C,b5c010_hp253p790_vm8p872_combined,3,True,True,False,True,253.79,-8.872
B5C,b5c011_hp27p601_vm12p488_combined,3,False,False,True,False,27.601,-12.488
B5C,b5c012_hp420p482_vp4p545_combined,3,True,True,False,True,420.482,4.545
B5C,b5c013_hp333p663_vm5p882_combined,3,True,True,False,True,333.663,-5.882
B5C,b5c014_hp484p922_vp5p208_combined,3,True,True,False,True,484.922,5.208
B5C,b5c015_hp122p534_vm2p974_combined,3,True,True,False,True,122.534,-2.974
B5C,b5c016_hp477p976_vp3p569_combined,3,True,True,False,True,477.976,3.569
B5C,b5c017_hp184p675_vm5p902_combined,3,True,True,False,True,184.675,-5.902
B5C,b5c018_hp258p913_vp7p057_combined,3,True,True,False,True,258.913,7.057
B5C,b5c019_hp357p148_vm8p056_combined,3,True,True,False,True,357.148,-8.056
B5C,b5c020_hp231p021_vm17p231_combined,3,False,False,True,False,231.021,-17.231
B5C,b5c021_hp246p017_vm13p129_combined,3,False,False,True,False,246.017,-13.129
B5C,b5c022_hp46p566_vm17p262_combined,3,False,False,True,False,46.566,-17.262
B5C,b5c023_hp107p913_vp0p974_combined,3,True,True,False,True,107.913,0.974
B5C,b5c024_hp89p592_vm2p948_combined,3,True,True,False,True,89.592,-2.948
B5C,b5c025_hp301p310_vp8p988_combined,3,True,True,False,True,301.31,8.988
B5C,b5c026_hp229p100_vp3p236_combined,3,True,True,False,True,229.1,3.236
B5C,b5c027_hp17p447_vm0p662_combined,3,True,True,False,True,17.447,-0.662
B5C,b5c028_hp490p152_vm18p579_combined,3,False,False,True,False,490.152,-18.579
B5C,b5c029_hp453p825_vm15p327_combined,3,False,False,True,False,453.825,-15.327
B5C,b5c_enriched_by_vehicle,3,False,False,False,,,
B5C,b5c_failure_rows,3,False,False,False,,,
B5C,phase2_B1_by_vehicle,3,False,False,False,True,17.447,-0.662
B5C,phase2_B5C_by_vehicle_all,3,False,False,False,,,
B5C,phase2_B5C_failure_diagnosis_report,1,False,False,False,,,
B5C,phase2_B5C_local_envelope_validation_report,1,False,False,False,,,
B5D,PHASE2_B5D_TIGHT_LOCAL_ENVELOPE_PASS_FREEZE,1,False,False,False,,,
B5D,b5c000_hp173p144_vm1p127,1,False,False,False,True,173.144,-1.127
B5D,b5c000_hp173p144_vm1p127_combined,3,True,True,False,True,173.144,-1.127
B5D,b5c001_hp407p878_vp3p750,1,False,False,False,True,407.878,3.75
B5D,b5c001_hp407p878_vp3p750_combined,3,True,True,False,True,407.878,3.75
B5D,b5c002_hp150p213_vm1p197,1,False,False,False,True,150.213,-1.197
B5D,b5c002_hp150p213_vm1p197_combined,3,True,True,False,True,150.213,-1.197
B5D,b5c003_hp281p755_vp6p735,1,False,False,False,True,281.755,6.735
B5D,b5c003_hp281p755_vp6p735_combined,3,True,True,False,True,281.755,6.735
B5D,b5c004_hp106p199_vp8p290,1,False,False,False,True,106.199,8.29
B5D,b5c004_hp106p199_vp8p290_combined,3,True,True,False,True,106.199,8.29
B5D,b5c005_hp157p702_vp5p565,1,False,False,False,True,157.702,5.565
B5D,b5c005_hp157p702_vp5p565_combined,3,True,True,False,True,157.702,5.565
B5D,b5c006_hp262p371_vm3p022,1,False,False,False,True,262.371,-3.022
B5D,b5c006_hp262p371_vm3p022_combined,3,True,True,False,True,262.371,-3.022
B5D,b5c007_hp278p652_vm0p283,1,False,False,False,True,278.652,-0.283
B5D,b5c007_hp278p652_vm0p283_combined,3,True,True,False,True,278.652,-0.283
B5D,b5c008_hp76p236_vm1p050,1,False,False,False,True,76.236,-1.05
B5D,b5c008_hp76p236_vm1p050_combined,3,True,True,False,True,76.236,-1.05
B5D,b5c009_hp463p922_vp3p164,1,False,False,False,True,463.922,3.164
B5D,b5c009_hp463p922_vp3p164_combined,3,True,True,False,True,463.922,3.164
B5D,b5c010_hp59p976_vp4p029,1,False,False,False,True,59.976,4.029
B5D,b5c010_hp59p976_vp4p029_combined,3,True,True,False,True,59.976,4.029
B5D,b5c011_hp349p694_vm0p101,1,False,False,False,True,349.694,-0.101
B5D,b5c011_hp349p694_vm0p101_combined,3,True,True,False,True,349.694,-0.101
B5D,b5c012_hp14p700_vp1p086,1,False,False,False,True,14.7,1.086
B5D,b5c012_hp14p700_vp1p086_combined,3,True,True,False,True,14.7,1.086
B5D,b5c013_hp141p172_vp0p854,1,False,False,False,True,141.172,0.854
B5D,b5c013_hp141p172_vp0p854_combined,3,True,True,False,True,141.172,0.854
B5D,b5c014_hp190p148_vm1p949,1,False,False,False,True,190.148,-1.949
B5D,b5c014_hp190p148_vm1p949_combined,3,True,True,False,True,190.148,-1.949
B5D,b5c015_hp468p756_vp8p881,1,False,False,False,True,468.756,8.881
B5D,b5c015_hp468p756_vp8p881_combined,3,True,True,False,True,468.756,8.881
B5D,b5c016_hp86p233_vm5p063,1,False,False,False,True,86.233,-5.063
B5D,b5c016_hp86p233_vm5p063_combined,3,True,True,False,True,86.233,-5.063
B5D,b5c017_hp492p240_vp1p120,1,False,False,False,True,492.24,1.12
B5D,b5c017_hp492p240_vp1p120_combined,3,True,True,False,True,492.24,1.12
B5D,b5c018_hp343p939_vp1p764,1,False,False,False,True,343.939,1.764
B5D,b5c018_hp343p939_vp1p764_combined,3,True,True,False,True,343.939,1.764
B5D,b5c019_hp61p117_vp1p056,1,False,False,False,True,61.117,1.056
B5D,b5c019_hp61p117_vp1p056_combined,3,True,True,False,True,61.117,1.056
B5D,b5c020_hp21p581_vm9p979,1,False,False,False,True,21.581,-9.979
B5D,b5c020_hp21p581_vm9p979_combined,3,False,False,True,True,21.581,-9.979
B5D,b5c021_hp9p864_vp0p067,1,False,False,False,True,9.864,0.067
B5D,b5c021_hp9p864_vp0p067_combined,3,True,True,False,True,9.864,0.067
B5D,b5c022_hp44p606_vm9p298,1,False,False,False,True,44.606,-9.298
B5D,b5c022_hp44p606_vm9p298_combined,3,True,True,False,True,44.606,-9.298
B5D,b5c023_hp48p334_vp0p483,1,False,False,False,True,48.334,0.483
B5D,b5c023_hp48p334_vp0p483_combined,3,True,True,False,True,48.334,0.483
B5D,b5c024_hp316p252_vm5p690,1,False,False,False,True,316.252,-5.69
B5D,b5c024_hp316p252_vm5p690_combined,3,True,True,False,True,316.252,-5.69
B5D,b5c025_hp457p541_vm6p362,1,False,False,False,True,457.541,-6.362
B5D,b5c025_hp457p541_vm6p362_combined,3,True,True,False,True,457.541,-6.362
B5D,b5c026_hp216p564_vp2p798,1,False,False,False,True,216.564,2.798
B5D,b5c026_hp216p564_vp2p798_combined,3,True,True,False,True,216.564,2.798
B5D,b5c027_hp312p051_vm5p900,1,False,False,False,True,312.051,-5.9
B5D,b5c027_hp312p051_vm5p900_combined,3,True,True,False,True,312.051,-5.9
B5D,b5c028_hp98p422_vm4p869,1,False,False,False,True,98.422,-4.869
B5D,b5c028_hp98p422_vm4p869_combined,3,True,True,False,True,98.422,-4.869
B5D,b5c029_hp283p266_vp6p772,1,False,False,False,True,283.266,6.772
B5D,b5c029_hp283p266_vp6p772_combined,3,True,True,False,True,283.266,6.772
B5D,b5c030_hp86p638_vm0p242,1,False,False,False,True,86.638,-0.242
B5D,b5c030_hp86p638_vm0p242_combined,3,True,True,False,True,86.638,-0.242
B5D,b5c031_hp110p319_vp5p597,1,False,False,False,True,110.319,5.597
B5D,b5c031_hp110p319_vp5p597_combined,3,True,True,False,True,110.319,5.597
B5D,b5c032_hp197p674_vm6p911,1,False,False,False,True,197.674,-6.911
B5D,b5c032_hp197p674_vm6p911_combined,3,True,True,False,True,197.674,-6.911
B5D,b5c033_hp336p292_vp0p794,1,False,False,False,True,336.292,0.794
B5D,b5c033_hp336p292_vp0p794_combined,3,True,True,False,True,336.292,0.794
B5D,b5c034_hp332p074_vm5p639,1,False,False,False,True,332.074,-5.639
B5D,b5c034_hp332p074_vm5p639_combined,3,True,True,False,True,332.074,-5.639
B5D,b5c035_hp132p429_vm3p567,1,False,False,False,True,132.429,-3.567
B5D,b5c035_hp132p429_vm3p567_combined,3,True,True,False,True,132.429,-3.567
B5D,b5c036_hp421p940_vm4p196,1,False,False,False,True,421.94,-4.196
B5D,b5c036_hp421p940_vm4p196_combined,3,True,True,False,True,421.94,-4.196
B5D,b5c037_hp344p441_vp2p572,1,False,False,False,True,344.441,2.572
B5D,b5c037_hp344p441_vp2p572_combined,3,True,True,False,True,344.441,2.572
B5D,b5c038_hp335p499_vm1p147,1,False,False,False,True,335.499,-1.147
B5D,b5c038_hp335p499_vm1p147_combined,3,True,True,False,True,335.499,-1.147
B5D,b5c039_hp377p603_vm0p371,1,False,False,False,True,377.603,-0.371
B5D,b5c039_hp377p603_vm0p371_combined,3,True,True,False,True,377.603,-0.371
B5D,b5c040_hp129p630_vm0p019,1,False,False,False,True,129.63,-0.019
B5D,b5c040_hp129p630_vm0p019_combined,3,True,True,False,True,129.63,-0.019
B5D,b5c041_hp343p214_vm7p616,1,False,False,False,True,343.214,-7.616
B5D,b5c041_hp343p214_vm7p616_combined,3,True,True,False,True,343.214,-7.616
B5D,b5c042_hp365p116_vp0p190,1,False,False,False,True,365.116,0.19
B5D,b5c042_hp365p116_vp0p190_combined,3,True,True,False,True,365.116,0.19
B5D,b5c043_hp452p043_vp0p481,1,False,False,False,True,452.043,0.481
B5D,b5c043_hp452p043_vp0p481_combined,3,True,True,False,True,452.043,0.481
B5D,b5c044_hp440p893_vm6p434,1,False,False,False,True,440.893,-6.434
B5D,b5c044_hp440p893_vm6p434_combined,3,True,True,False,True,440.893,-6.434
B5D,b5c045_hp67p020_vm0p134,1,False,False,False,True,67.02,-0.134
B5D,b5c045_hp67p020_vm0p134_combined,3,True,True,False,True,67.02,-0.134
B5D,b5c046_hp1p809_vm0p086,1,False,False,False,True,1.809,-0.086
B5D,b5c046_hp1p809_vm0p086_combined,3,True,True,False,True,1.809,-0.086
B5D,b5c047_hp52p723_vp6p654,1,False,False,False,True,52.723,6.654
B5D,b5c047_hp52p723_vp6p654_combined,3,True,True,False,True,52.723,6.654
B5D,b5c048_hp380p801_vm0p950,1,False,False,False,True,380.801,-0.95
B5D,b5c048_hp380p801_vm0p950_combined,3,True,True,False,True,380.801,-0.95
B5D,b5c049_hp64p217_vp6p242,1,False,False,False,True,64.217,6.242
B5D,b5c049_hp64p217_vp6p242_combined,3,True,True,False,True,64.217,6.242
B5D,phase2_B1_by_vehicle,3,False,False,False,True,64.217,6.242
B5D,phase2_B5A_by_vehicle_all,3,False,False,False,True,64.217,6.242
B5D,phase2_B5A_hp106p199m_vp8p29006mps_sp2deg_combined,3,True,True,False,True,106.199,8.29
B5D,phase2_B5A_hp110p319m_vp5p59707mps_sp2deg_combined,3,True,True,False,True,110.319,5.597
B5D,phase2_B5A_hp129p63m_vm0p0193577mps_sp2deg_combined,3,True,True,False,True,129.63,-0.019
B5D,phase2_B5A_hp132p429m_vm3p5673mps_sp2deg_combined,3,True,True,False,True,132.429,-3.567
B5D,phase2_B5A_hp141p172m_vp0p854173mps_sp2deg_combined,3,True,True,False,True,141.172,0.854
B5D,phase2_B5A_hp14p7004m_vp1p08638mps_sp2deg_combined,3,True,True,False,True,14.7,1.086
B5D,phase2_B5A_hp150p213m_vm1p19717mps_sp2deg_combined,3,True,True,False,True,150.213,-1.197
B5D,phase2_B5A_hp157p702m_vp5p56514mps_sp2deg_combined,3,True,True,False,True,157.702,5.565
B5D,phase2_B5A_hp173p144m_vm1p12688mps_sp2deg_combined,3,True,True,False,True,173.144,-1.127
B5D,phase2_B5A_hp190p148m_vm1p94853mps_sp2deg_combined,3,True,True,False,True,190.148,-1.949
B5D,phase2_B5A_hp197p674m_vm6p91099mps_sp2deg_combined,3,True,True,False,True,197.674,-6.911
B5D,phase2_B5A_hp1p80927m_vm0p0859789mps_sp2deg_combined,3,True,True,False,True,1.809,-0.086
B5D,phase2_B5A_hp216p564m_vp2p7985mps_sp2deg_combined,3,True,True,False,True,216.564,2.798
B5D,phase2_B5A_hp21p5813m_vm9p97941mps_sp2deg_combined,3,False,False,True,True,21.581,-9.979
B5D,phase2_B5A_hp262p371m_vm3p02167mps_sp2deg_combined,3,True,True,False,True,262.371,-3.022
B5D,phase2_B5A_hp278p652m_vm0p282673mps_sp2deg_combined,3,True,True,False,True,278.652,-0.283
B5D,phase2_B5A_hp281p755m_vp6p73478mps_sp2deg_combined,3,True,True,False,True,281.755,6.735
B5D,phase2_B5A_hp283p266m_vp6p7722mps_sp2deg_combined,3,True,True,False,True,283.266,6.772
B5D,phase2_B5A_hp312p051m_vm5p89996mps_sp2deg_combined,3,True,True,False,True,312.051,-5.9
B5D,phase2_B5A_hp316p252m_vm5p69001mps_sp2deg_combined,3,True,True,False,True,316.252,-5.69
B5D,phase2_B5A_hp332p074m_vm5p63856mps_sp2deg_combined,3,True,True,False,True,332.074,-5.639
B5D,phase2_B5A_hp335p499m_vm1p14706mps_sp2deg_combined,3,True,True,False,True,335.499,-1.147
B5D,phase2_B5A_hp336p292m_vp0p79384mps_sp2deg_combined,3,True,True,False,True,336.292,0.794
B5D,phase2_B5A_hp343p214m_vm7p61627mps_sp2deg_combined,3,True,True,False,True,343.214,-7.616
B5D,phase2_B5A_hp343p939m_vp1p76417mps_sp2deg_combined,3,True,True,False,True,343.939,1.764
B5D,phase2_B5A_hp344p441m_vp2p57177mps_sp2deg_combined,3,True,True,False,True,344.441,2.572
B5D,phase2_B5A_hp349p694m_vm0p101203mps_sp2deg_combined,3,True,True,False,True,349.694,-0.101
B5D,phase2_B5A_hp365p116m_vp0p189966mps_sp2deg_combined,3,True,True,False,True,365.116,0.19
B5D,phase2_B5A_hp377p603m_vm0p370705mps_sp2deg_combined,3,True,True,False,True,377.603,-0.371
B5D,phase2_B5A_hp380p801m_vm0p949795mps_sp2deg_combined,3,True,True,False,True,380.801,-0.95
B5D,phase2_B5A_hp407p878m_vp3p74983mps_sp2deg_combined,3,True,True,False,True,407.878,3.75
B5D,phase2_B5A_hp421p94m_vm4p19604mps_sp2deg_combined,3,True,True,False,True,421.94,-4.196
B5D,phase2_B5A_hp440p893m_vm6p43439mps_sp2deg_combined,3,True,True,False,True,440.893,-6.434
B5D,phase2_B5A_hp44p6059m_vm9p2977mps_sp2deg_combined,3,True,True,False,True,44.606,-9.298
B5D,phase2_B5A_hp452p043m_vp0p481273mps_sp2deg_combined,3,True,True,False,True,452.043,0.481
B5D,phase2_B5A_hp457p541m_vm6p36166mps_sp2deg_combined,3,True,True,False,True,457.541,-6.362
B5D,phase2_B5A_hp463p922m_vp3p16358mps_sp2deg_combined,3,True,True,False,True,463.922,3.164
B5D,phase2_B5A_hp468p756m_vp8p88129mps_sp2deg_combined,3,True,True,False,True,468.756,8.881
B5D,phase2_B5A_hp48p3338m_vp0p483198mps_sp2deg_combined,3,True,True,False,True,48.334,0.483
B5D,phase2_B5A_hp492p24m_vp1p11974mps_sp2deg_combined,3,True,True,False,True,492.24,1.12
B5D,phase2_B5A_hp52p7228m_vp6p654mps_sp2deg_combined,3,True,True,False,True,52.723,6.654
B5D,phase2_B5A_hp59p9762m_vp4p02922mps_sp2deg_combined,3,True,True,False,True,59.976,4.029
B5D,phase2_B5A_hp61p1167m_vp1p05555mps_sp2deg_combined,3,True,True,False,True,61.117,1.056
B5D,phase2_B5A_hp64p2172m_vp6p24229mps_sp2deg_combined,3,True,True,False,True,64.217,6.242
B5D,phase2_B5A_hp67p02m_vm0p134274mps_sp2deg_combined,3,True,True,False,True,67.02,-0.134
B5D,phase2_B5A_hp76p2357m_vm1p05035mps_sp2deg_combined,3,True,True,False,True,76.236,-1.05
B5D,phase2_B5A_hp86p2328m_vm5p06255mps_sp2deg_combined,3,True,True,False,True,86.233,-5.063
B5D,phase2_B5A_hp86p6383m_vm0p242434mps_sp2deg_combined,3,True,True,False,True,86.638,-0.242
B5D,phase2_B5A_hp98p4217m_vm4p86937mps_sp2deg_combined,3,True,True,False,True,98.422,-4.869
B5D,phase2_B5A_hp9p864m_vp0p067197mps_sp2deg_combined,3,True,True,False,True,9.864,0.067
B5D,phase2_B5C_by_vehicle_all,3,False,False,False,,,
B5D,phase2_B5D_tight_local_envelope_validation_report,1,False,False,False,,,
B5E,phase2_B5E_mis0_corner_robustness_refinement,1,False,False,False,,,
B5E,phase2_B5E_mis0_corner_robustness_refinement_bounded_diagnostic,1,False,False,False,,,
B5E,phase2_B5E_mis0_corner_robustness_refinement_rescue_soft_first,1,False,False,False,,,
B5E,runs,1,False,False,False,True,500.0,-10.0
B5F,phase2_B5F_mis0_long_propagation_pathspec_audit,1,False,False,False,,,
UNKNOWN,V8_2_BASELINE_FREEZE,1,True,True,False,,,
UNKNOWN,data_saved,2,False,False,True,,,
UNKNOWN,phase2_B6_bounded_universality_evidence_pack,1,False,False,False,,,
UNKNOWN,v8_2_baseline_compare,1,False,False,False,,,
UNKNOWN,v8_2_post_h2000,1,False,False,False,,,
UNKNOWN,v8_2_post_h3000,1,False,False,False,,,
UNKNOWN,v8_2_post_sgo20,1,False,False,False,,,
UNKNOWN,v8_2_post_sgo30,1,False,False,False,,,
UNKNOWN,v8_2_post_v100,1,False,False,False,,,
UNKNOWN,v8_2_post_v150,1,False,False,False,,,
