source_csv,stage,case_id,vehicle_id,delta_h0_m,delta_v0_mps,inside_u3,combined_source,source_n_rows_total,schema_ok,replayed_dwell,terminal_reason_ok,terminal_reason_available,success_flag_any,success_flag_available,close_pass_any,strict_success,n_rows,first_confirm_index,min_abs_h_error,min_abs_v_error,min_abs_s_error,notes
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c026_hp229p100_vp3p236\hp229p1m_vp3p23582mps_sp2deg\phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_by_vehicle,0,229.1,3.236,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c026_hp229p100_vp3p236\hp229p1m_vp3p23582mps_sp2deg\phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_by_vehicle,1,229.1,3.236,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c026_hp229p100_vp3p236\hp229p1m_vp3p23582mps_sp2deg\phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp229p1m_vp3p23582mps_sp2deg_by_vehicle,2,229.1,3.236,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c025_hp301p310_vp8p988\hp301p31m_vp8p98796mps_sp2deg\phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_by_vehicle.csv,B5A,phase2_B5A_hp301p31m_vp8p98796mps_sp2deg_by_vehicle,1,301.31,8.988,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c027_hp17p447_vm0p662\hp17p4472m_vm0p661801mps_sp2deg\mis2\phase2_B1_by_vehicle.csv,B5C,phase2_B1_by_vehicle,0,17.447,-0.662,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c027_hp17p447_vm0p662\hp17p4472m_vm0p661801mps_sp2deg\mis2\phase2_B1_by_vehicle.csv,B5C,phase2_B1_by_vehicle,1,17.447,-0.662,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation\case_reports\b5c027_hp17p447_vm0p662\hp17p4472m_vm0p661801mps_sp2deg\mis2\phase2_B1_by_vehicle.csv,B5C,phase2_B1_by_vehicle,2,17.447,-0.662,True,False,3,False,False,False,False,False,False,False,False,1,,,,,missing required trajectory columns
store\data_saved\phase2_B5F_mis0_long_propagation_pathspec_audit\phase2_B5F_by_run.csv,B5F,phase2_B5F_mis0_long_propagation_pathspec_audit,0,,,,False,4,False,False,False,False,False,False,False,False,4,,,,,missing required trajectory columns
store\data_saved\v8_2_threshold_sensitivity_table.csv,UNKNOWN,data_saved,0,,,,False,6,False,False,False,False,False,False,False,False,6,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_failure_boundary_report\b5a_failure_rows.csv,B5A,b5a_failure_rows,0,,,,False,7,False,False,False,False,False,False,False,False,3,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_failure_boundary_report\b5a_failure_rows.csv,B5A,b5a_failure_rows,2,,,,False,7,False,False,False,False,False,False,False,False,2,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_failure_boundary_report\b5a_failure_rows.csv,B5A,b5a_failure_rows,1,,,,False,7,False,False,False,False,False,False,False,False,2,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_failure_diagnosis_report\b5ar_failed_rows.csv,B5A,b5ar_failed_rows,0,,,,False,8,False,False,False,False,False,False,False,False,3,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_failure_diagnosis_report\b5ar_failed_rows.csv,B5A,b5ar_failed_rows,2,,,,False,8,False,False,False,False,False,False,False,False,2,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_failure_diagnosis_report\b5ar_failed_rows.csv,B5A,b5ar_failed_rows,1,,,,False,8,False,False,False,False,False,False,False,False,3,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_failure_boundary_report\b5a_failure_boundary_by_case.csv,B5A,phase2_B5A_failure_boundary_report,0,,,,False,9,False,False,False,False,False,False,False,False,9,,,,,missing required trajectory columns
store\data_saved\PHASE2_B3B_DWELL_V1_INVALID_FREEZE\phase2_B3B_run_by_vehicle_all.csv,B3,phase2_B3B_run_by_vehicle_all,0,,,,False,9,False,False,False,False,False,False,False,False,3,,,,,missing required trajectory columns
store\data_saved\phase2_B5A_dispersion_grid_report\phase2_B5A_by_case.csv,B5A,phase2_B5A_dispersion_grid_report,0,,,,False,9,False,False,False,False,False,False,False,False,9,,,,,missing required trajectory columns
store\data_saved\PHASE2_B3B_DWELL_V1_INVALID_FREEZE\phase2_B3B_run_by_vehicle_all.csv,B3,phase2_B3B_run_by_vehicle_all,2,,,,False,9,False,False,False,False,False,False,False,False,3,,,,,missing required trajectory columns
store\data_saved\PHASE2_B3B_DWELL_V1_INVALID_FREEZE\phase2_B3B_run_by_vehicle_all.csv,B3,phase2_B3B_run_by_vehicle_all,1,,,,False,9,False,False,False,False,False,False,False,False,3,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\phase2_B3A_by_vehicle_all.csv,B3,phase2_B3A_by_vehicle_all,0,,,,False,12,False,False,False,False,False,False,False,False,4,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\phase2_B3A_by_vehicle_all.csv,B3,phase2_B3A_by_vehicle_all,1,,,,False,12,False,False,False,False,False,False,False,False,4,,,,,missing required trajectory columns
store\data_saved\phase2_B3A_heading_spread_report\phase2_B3A_by_vehicle_all.csv,B3,phase2_B3A_by_vehicle_all,2,,,,False,12,False,False,False,False,False,False,False,False,4,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_failure_diagnosis_report\b5c_failure_rows.csv,B5C,b5c_failure_rows,0,,,,False,13,False,False,False,False,False,False,False,False,7,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_failure_diagnosis_report\b5c_failure_rows.csv,B5C,b5c_failure_rows,1,,,,False,13,False,False,False,False,False,False,False,False,4,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_failure_diagnosis_report\b5c_failure_rows.csv,B5C,b5c_failure_rows,2,,,,False,13,False,False,False,False,False,False,False,False,2,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\phase2_B5A_by_case.csv,B5A,phase2_B5AR_positive_velocity_report,0,,,,False,15,False,False,False,False,False,False,False,False,15,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_failure_diagnosis_report\b5ar_case_summary.csv,B5A,phase2_B5AR_failure_diagnosis_report,0,,,,False,15,False,False,False,False,False,False,False,False,15,,,,,missing required trajectory columns
store\data_saved\phase2_B3C_tolerance_report\phase2_B3C_tolerance_by_case.csv,B3,phase2_B3C_tolerance_report,0,,,,False,16,False,False,False,False,False,False,False,False,16,,,,,missing required trajectory columns
store\data_saved\PHASE2_B3C_TOLERANCE_PARTIAL_PASS_FREEZE\phase2_B3C_tolerance_by_case.csv,B3,PHASE2_B3C_TOLERANCE_PARTIAL_PASS_FREEZE,0,,,,False,16,False,False,False,False,False,False,False,False,16,,,,,missing required trajectory columns
store\data_saved\PHASE2_B3B_DWELL_V1_INVALID_FREEZE\phase2_B3B_post_dwell_by_vehicle.csv,B3,phase2_B3B_post_dwell_by_vehicle,0,,,,False,18,False,False,False,False,False,False,False,False,6,,,,,missing required trajectory columns
store\data_saved\phase2_B3B_post_dwell_report\phase2_B3B_post_dwell_by_vehicle.csv,B3,phase2_B3B_post_dwell_by_vehicle,2,,,,False,18,False,False,False,False,False,False,False,False,6,,,,,missing required trajectory columns
store\data_saved\PHASE2_B3B_DWELL_V1_INVALID_FREEZE\phase2_B3B_post_dwell_by_vehicle.csv,B3,phase2_B3B_post_dwell_by_vehicle,1,,,,False,18,False,False,False,False,False,False,False,False,6,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_failure_diagnosis_report\b5b_failure_rows.csv,B5B,b5b_failure_rows,0,,,,False,29,False,False,False,False,False,False,False,False,12,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_failure_diagnosis_report\b5b_failure_rows.csv,B5B,b5b_failure_rows,1,,,,False,29,False,False,False,False,False,False,False,False,8,,,,,missing required trajectory columns
store\data_saved\PHASE2_B5B_VALIDATED_ENVELOPE_FREEZE\b5b_validated_envelope_failure_rows.csv,B5B,b5b_validated_envelope_failure_rows,1,,,,False,29,False,False,False,False,False,False,False,False,8,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_validated_envelope_report\b5b_validated_envelope_failure_rows.csv,B5B,b5b_validated_envelope_failure_rows,2,,,,False,29,False,False,False,False,False,False,False,False,9,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_failure_diagnosis_report\b5b_failure_rows.csv,B5B,b5b_failure_rows,2,,,,False,29,False,False,False,False,False,False,False,False,9,,,,,missing required trajectory columns
store\data_saved\PHASE2_B5B_VALIDATED_ENVELOPE_FREEZE\b5b_validated_envelope_failure_rows.csv,B5B,b5b_validated_envelope_failure_rows,0,,,,False,29,False,False,False,False,False,False,False,False,12,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation_report\phase2_B5C_samples.csv,B5C,phase2_B5C_local_envelope_validation_report,0,,,,False,30,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_failure_diagnosis_report\b5c_case_failure_summary.csv,B5C,phase2_B5C_failure_diagnosis_report,0,,,,False,30,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5E_mis0_corner_robustness_refinement_bounded_diagnostic\phase2_B5E_by_run.csv,B5E,phase2_B5E_mis0_corner_robustness_refinement_bounded_diagnostic,0,,,,False,30,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_conservative_u3_report\phase2_B5B_mc_by_case_all.csv,B5B,phase2_B5B_mc_conservative_u3_report,0,,,,False,30,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_failure_diagnosis_report\b5b_case_failure_summary.csv,B5B,phase2_B5B_failure_diagnosis_report,0,,,,False,30,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\phase2_B5A_by_vehicle_all.csv,B5A,phase2_B5A_by_vehicle_all,0,,,,False,45,False,False,False,False,False,False,False,False,15,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\phase2_B5A_by_vehicle_all.csv,B5A,phase2_B5A_by_vehicle_all,1,,,,False,45,False,False,False,False,False,False,False,False,15,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_report\phase2_B5A_by_vehicle_all.csv,B5A,phase2_B5A_by_vehicle_all,2,,,,False,45,False,False,False,False,False,False,False,False,15,,,,,missing required trajectory columns
store\data_saved\PHASE2_B3C_TOLERANCE_PARTIAL_PASS_FREEZE\phase2_B3C_tolerance_by_vehicle.csv,B3,phase2_B3C_tolerance_by_vehicle,2,,,,False,48,False,False,False,False,False,False,False,False,16,,,,,missing required trajectory columns
store\data_saved\phase2_B3C_tolerance_report\phase2_B3C_tolerance_by_vehicle.csv,B3,phase2_B3C_tolerance_by_vehicle,0,,,,False,48,False,False,False,False,False,False,False,False,16,,,,,missing required trajectory columns
store\data_saved\phase2_B3C_tolerance_report\phase2_B3C_tolerance_by_vehicle.csv,B3,phase2_B3C_tolerance_by_vehicle,1,,,,False,48,False,False,False,False,False,False,False,False,16,,,,,missing required trajectory columns
store\data_saved\PHASE2_B5D_TIGHT_LOCAL_ENVELOPE_PASS_FREEZE\phase2_B5C_case_summary.csv,B5D,PHASE2_B5D_TIGHT_LOCAL_ENVELOPE_PASS_FREEZE,0,,,,False,50,False,False,False,False,False,False,False,False,50,,,,,missing required trajectory columns
store\data_saved\phase2_B5D_tight_local_envelope_validation_report\phase2_B5C_samples.csv,B5D,phase2_B5D_tight_local_envelope_validation_report,0,,,,False,50,False,False,False,False,False,False,False,False,50,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_failure_diagnosis_report\b5b_enriched_by_vehicle.csv,B5B,b5b_enriched_by_vehicle,2,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_conservative_u3_report\phase2_B5B_mc_by_vehicle_all.csv,B5B,phase2_B5B_mc_by_vehicle_all,0,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_conservative_u3_report\phase2_B5B_mc_by_vehicle_all.csv,B5B,phase2_B5B_mc_by_vehicle_all,1,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_mc_conservative_u3_report\phase2_B5B_mc_by_vehicle_all.csv,B5B,phase2_B5B_mc_by_vehicle_all,2,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_failure_diagnosis_report\b5c_enriched_by_vehicle.csv,B5C,b5c_enriched_by_vehicle,2,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_failure_diagnosis_report\b5c_enriched_by_vehicle.csv,B5C,b5c_enriched_by_vehicle,0,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation_report\phase2_B5C_by_vehicle_all.csv,B5C,phase2_B5C_by_vehicle_all,1,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation_report\phase2_B5C_by_vehicle_all.csv,B5C,phase2_B5C_by_vehicle_all,2,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_failure_diagnosis_report\b5b_enriched_by_vehicle.csv,B5B,b5b_enriched_by_vehicle,1,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_local_envelope_validation_report\phase2_B5C_by_vehicle_all.csv,B5C,phase2_B5C_by_vehicle_all,0,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5C_failure_diagnosis_report\b5c_enriched_by_vehicle.csv,B5C,b5c_enriched_by_vehicle,1,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\phase2_B5B_failure_diagnosis_report\b5b_enriched_by_vehicle.csv,B5B,b5b_enriched_by_vehicle,0,,,,False,90,False,False,False,False,False,False,False,False,30,,,,,missing required trajectory columns
store\data_saved\PHASE2_B5D_TIGHT_LOCAL_ENVELOPE_PASS_FREEZE\phase2_B5C_by_vehicle_all.csv,B5D,phase2_B5C_by_vehicle_all,1,,,,False,150,False,False,False,False,False,False,False,False,50,,,,,missing required trajectory columns
store\data_saved\PHASE2_B5D_TIGHT_LOCAL_ENVELOPE_PASS_FREEZE\phase2_B5C_by_vehicle_all.csv,B5D,phase2_B5C_by_vehicle_all,2,,,,False,150,False,False,False,False,False,False,False,False,50,,,,,missing required trajectory columns
store\data_saved\phase2_B5D_tight_local_envelope_validation_report\phase2_B5C_by_vehicle_all.csv,B5D,phase2_B5C_by_vehicle_all,0,,,,False,150,False,False,False,False,False,False,False,False,50,,,,,missing required trajectory columns
store\data_saved\phase2_B5AR_positive_velocity_runs\hz0m_vp50mps_sp2deg\phase2_B5A_hz0m_vp50mps_sp2deg_scaffold_mis0.csv,B5A,hz0m_vp50mps_sp2deg,0,,50.0,,False,4579,True,False,False,True,False,True,True,False,4579,,16.968321935062704,647.4809993627305,664057.077308465,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc025_hm300p092_vm49p558\hm300p092m_vm49p5583mps_sp2deg\phase2_B5A_hm300p092m_vm49p5583mps_sp2deg_scaffold_mis2.csv,B5A,hm300p092m_vm49p5583mps_sp2deg,2,-300.092,-49.558,False,False,4692,True,True,True,True,True,True,False,True,4692,4685.0,0.22969223758991575,0.1324232655229025,6097.538695236937,
store\data_saved\phase2_B5A_dispersion_grid_runs\hm500m_vm50mps_sp2deg\phase2_B5A_hm500m_vm50mps_sp2deg_single_runner_mis2.csv,B5A,hm500m_vm50mps_sp2deg,2,-500.0,-50.0,False,False,4699,True,True,True,True,True,True,False,True,4699,4690.0,0.9043317540163116,0.2987126041864485,6397.877475040368,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc016_hm174p175_vm27p772\hm174p175m_vm27p7724mps_sp2deg\phase2_B5A_hm174p175m_vm27p7724mps_sp2deg_scaffold_mis2.csv,B5A,hm174p175m_vm27p7724mps_sp2deg,2,-174.175,-27.772,False,False,4702,True,False,True,True,True,True,False,False,4702,,9.88420087589111,85.10971412532399,20435.751214468066,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc013_hm33p279_vm47p372\hm33p279m_vm47p3718mps_sp2deg\phase2_B5A_hm33p279m_vm47p3718mps_sp2deg_scaffold_mis2.csv,B5A,hm33p279m_vm47p3718mps_sp2deg,2,-33.279,-47.372,False,False,4705,True,True,True,True,True,True,False,True,4705,4697.0,0.29708300833954127,3.497137727113113,7023.916328333296,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc008_hp54p585_vm46p171\hp54p5848m_vm46p171mps_sp2deg\phase2_B5A_hp54p5848m_vm46p171mps_sp2deg_scaffold_mis2.csv,B5A,hp54p5848m_vm46p171mps_sp2deg,2,54.585,-46.171,False,False,4706,True,True,True,True,True,True,False,True,4706,4699.0,4.418846674027009,9.34065563758304,7470.874945839547,
store\data_saved\phase2_B5A_dispersion_grid_runs\hz0m_vm50mps_sp2deg\phase2_B5A_hz0m_vm50mps_sp2deg_single_runner_mis1.csv,B5A,hz0m_vm50mps_sp2deg,1,,-50.0,,False,4710,True,True,True,True,True,True,False,True,4710,4705.0,13.581306058251357,2.940766133951911,7566.811554633008,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc010_hp258p088_vm28p728\hp258p088m_vm28p7284mps_sp2deg\phase2_B5A_hp258p088m_vm28p7284mps_sp2deg_scaffold_mis2.csv,B5A,hp258p088m_vm28p7284mps_sp2deg,2,258.088,-28.728,False,False,4714,True,False,True,True,True,True,False,False,4714,,8.480768200817693,84.93531004616034,20496.531531695466,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc013_hm33p279_vm47p372\hm33p279m_vm47p3718mps_sp2deg\phase2_B5A_hm33p279m_vm47p3718mps_sp2deg_scaffold_mis1.csv,B5A,hm33p279m_vm47p3718mps_sp2deg,1,-33.279,-47.372,False,False,4715,True,True,True,True,True,True,False,True,4715,4708.0,26.572955657338753,0.23373721479310916,7409.104001912245,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc025_hm300p092_vm49p558\hm300p092m_vm49p5583mps_sp2deg\phase2_B5A_hm300p092m_vm49p5583mps_sp2deg_scaffold_mis1.csv,B5A,hm300p092m_vm49p5583mps_sp2deg,1,-300.092,-49.558,False,False,4715,True,True,True,True,True,True,False,True,4715,4709.0,4.098086377798609,1.380932684252457,7739.397676703193,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc025_hm300p092_vm49p558\hm300p092m_vm49p5583mps_sp2deg\phase2_B5A_hm300p092m_vm49p5583mps_sp2deg_scaffold_mis0.csv,B5A,hm300p092m_vm49p5583mps_sp2deg,0,-300.092,-49.558,False,False,4719,True,False,True,True,True,True,False,False,4719,,32.83945496963133,56.64927792433491,19381.13927350953,
store\data_saved\phase2_B5A_dispersion_grid_runs\hp500m_vm50mps_sp2deg\phase2_B5A_hp500m_vm50mps_sp2deg_scaffold_mis2.csv,B5A,hp500m_vm50mps_sp2deg,2,500.0,-50.0,False,False,4724,True,True,True,True,True,True,False,True,4724,4708.0,1.689503863286518,1.1277411114469942,4876.370825012396,
store\data_saved\phase2_B5A_dispersion_grid_runs\hz0m_vm50mps_sp2deg\phase2_B5A_hz0m_vm50mps_sp2deg_single_runner_mis0.csv,B5A,hz0m_vm50mps_sp2deg,0,,-50.0,,False,4726,True,False,True,True,True,True,False,False,4726,,21.638771210749837,69.88106351141823,19827.025186138664,
store\data_saved\phase2_B5B_mc_pilot\conservative_u3\case_runs\mc024_hp182p496_vm41p615\hp182p496m_vm41p6149mps_sp2deg\phase2_B5A_hp182p496m_vm41p6149mps_sp2deg_scaffold_mis1.csv,B5A,hp182p496m_vm41p6149mps_sp2deg,1,182.496,-41.615,False,False,4729,True,True,True,True,True,True,False,True,4729,4723.0,0.8021192927699303,0.669784353696059,6836.612667249647,
